actor,actorLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q94913,Μακένζι Φόι,υποκριτική,Λος Άντζελες,2000-11-10T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q95019,Νόρμα Σίρερ,υποκριτική,Μόντρεαλ,1902-08-10T00:00:00Z,1983-06-12T00:00:00Z,Καναδή ηθοποιός (1902–1983)
http://www.wikidata.org/entity/Q95323,Q95323,υποκριτική,Ρίγα,1884-09-25T00:00:00Z,1960-06-29T00:00:00Z,
http://www.wikidata.org/entity/Q95374,Q95374,υποκριτική,Λεγκνίτσα,1926-10-21T00:00:00Z,1992-08-07T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q198414,Τζέσικα Μπράουν Φίντλεϊ,υποκριτική,Q1129607,1987-09-14T00:00:00Z,,Αγγλίδα ηθοποιός
http://www.wikidata.org/entity/Q199369,Ναόμι Κάμπελ,"άσμα, υποκριτική, Φιλανθρωπία",Q146667,1970-05-22T00:00:00Z,,Αγγλίδα μοντέλο
http://www.wikidata.org/entity/Q202148,Μπαρτ Ρέυνολντς,υποκριτική,Λάνσινγκ,1936-02-11T00:00:00Z,2018-09-06T00:00:00Z,
http://www.wikidata.org/entity/Q202600,Ρίτσαρντ Κίλεϊ,υποκριτική,Σικάγο,1922-03-31T00:00:00Z,1999-03-05T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q203215,Μαξ φον Σίντοφ,υποκριτική,Λουντ,1929-04-10T00:00:00Z,2020-03-08T00:00:00Z,Σουηδός ηθοποιός
http://www.wikidata.org/entity/Q203519,Q203519,υποκριτική,Μόσχα,1902-06-18T00:00:00Z,1965-01-08T00:00:00Z,
http://www.wikidata.org/entity/Q203545,Μάικλ Γκάμπον,υποκριτική,Δουβλίνο,1940-10-19T00:00:00Z,2023-09-27T00:00:00Z,Βρετανός ηθοποιός
http://www.wikidata.org/entity/Q206856,Άντζελα Λάνσμπερι,"υποκριτική, τηλεοπτική σειρά",Λονδίνο,1925-10-16T00:00:00Z,2022-10-11T00:00:00Z,Αγγλίδα ηθοποιός (1925–2022)
http://www.wikidata.org/entity/Q206856,Άντζελα Λάνσμπερι,"υποκριτική, τηλεοπτική σειρά",Σεντ Πάνκρας,1925-10-16T00:00:00Z,2022-10-11T00:00:00Z,Αγγλίδα ηθοποιός (1925–2022)
http://www.wikidata.org/entity/Q209641,Τζον Λε Καρρέ,Αγγλική λογοτεχνία,Q203349,1931-10-19T00:00:00Z,2020-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q210148,Πίτερ Φόντα,υποκριτική,Νέα Υόρκη,1940-02-23T00:00:00Z,2019-08-16T00:00:00Z,Αμερικανός ηθοποιός (1940-2019)
http://www.wikidata.org/entity/Q210547,Όμπρεϊ Πλάζα,υποκριτική,Γουίλμιγκτον,1984-06-26T00:00:00Z,,
http://www.wikidata.org/entity/Q211280,Ρέι Λιότα,"υποκριτική, παραγωγή ταινιών",Νιούαρκ,1954-12-18T00:00:00Z,2022-05-26T00:00:00Z,Αμερικανός ηθοποιός (1954-2022)
http://www.wikidata.org/entity/Q212006,Ρόζι Χάντινγκτον Γουάιτλι,υποκριτική,Πλίμουθ,1987-04-18T00:00:00Z,,
http://www.wikidata.org/entity/Q212015,Τζόνι Χαλιντέι,"άσμα, υποκριτική",9ο δημοτικό διαμέρισμα του Παρισιού,1943-06-15T00:00:00Z,2017-12-05T00:00:00Z,Γάλλος τραγουδιστής και ηθοποιός
http://www.wikidata.org/entity/Q218605,Μάικλ Γκάτσο,"τηλεόραση, ταινία, θέατρο",Q1089749,1923-04-05T00:00:00Z,1995-02-14T00:00:00Z,
http://www.wikidata.org/entity/Q239587,Q239587,σύνθεση,Ρίτσμοντ,1960-08-09T00:00:00Z,,
http://www.wikidata.org/entity/Q239587,Q239587,σύνθεση,Ρίτσμοντ,1960-09-08T00:00:00Z,,
http://www.wikidata.org/entity/Q239786,Q239786,σύνθεση,Νιου Γουέστμινστερ,1986-11-04T00:00:00Z,,
http://www.wikidata.org/entity/Q240324,Q240324,σύνθεση,Λονδίνο,1981-07-21T00:00:00Z,,
http://www.wikidata.org/entity/Q240647,Q240647,"Δημιουργική γραφή, ραδιοφωνικό δράμα",Μπαθ,1945-12-17T00:00:00Z,,
http://www.wikidata.org/entity/Q241660,Q241660,σύνθεση,Κολούμπια,1961-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q241665,Q241665,σύνθεση,Λονδίνο,1978-04-09T00:00:00Z,,
http://www.wikidata.org/entity/Q242110,Q242110,"Κινηματογραφική βιομηχανία, μουσική βιομηχανία",Q6823,1980-09-14T00:00:00Z,,
http://www.wikidata.org/entity/Q242493,Τζούνκο Τακεούτσι,Φωνητική ηθοποιία,Νομός Σαϊτάμα,1972-04-05T00:00:00Z,,Ιαπωνέζα ηθοποιός και ηθοποιός φωνής
http://www.wikidata.org/entity/Q242914,Q242914,σύνθεση,Παρίσι,1978-03-10T00:00:00Z,,
http://www.wikidata.org/entity/Q260331,Ολίβια Όλσον,σύνθεση,Λος Άντζελες,1992-05-21T00:00:00Z,,
http://www.wikidata.org/entity/Q261535,Q261535,"μουσική, υποκριτική",Τορόντο,1964-06-09T00:00:00Z,,Καναδή ηθοποιός
http://www.wikidata.org/entity/Q261812,Ντρέικ Μπελ,μουσική,Σάντα Άνα,1986-06-27T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q263629,Μαρία Τσεμποτάρι,όπερα,Κισινάου,1910-02-10T00:00:00Z,1949-06-09T00:00:00Z,Ρουμάνα τραγουδίστρια της όπερας
http://www.wikidata.org/entity/Q264867,Νάτζουα Νίμρι,"μουσική, άσμα, υποκριτική",Παμπλόνα,1972-02-14T00:00:00Z,,
http://www.wikidata.org/entity/Q265427,Q265427,"ταινία, υποκριτική",Πράγα,1889-07-14T00:00:00Z,1968-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q265544,Q265544,"ταινία, θέατρο, ντοκιμαντέρ, υποκριτική",Γκντανσκ,1956-04-09T00:00:00Z,,
http://www.wikidata.org/entity/Q265544,Q265544,"ταινία, θέατρο, ντοκιμαντέρ, υποκριτική",Γκντανσκ,1956-04-11T00:00:00Z,,
http://www.wikidata.org/entity/Q266067,Λόρα Φρέιζερ,ταινία,Γλασκώβη,1975-07-24T00:00:00Z,,
http://www.wikidata.org/entity/Q266640,Ραφαέλα Καρά,μουσική,Μπολόνια,1943-06-18T00:00:00Z,2021-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q267184,Άνι Ρος,"τζαζ, άσμα, υποκριτική",Λονδίνο,1930-07-25T00:00:00Z,2020-07-21T00:00:00Z,
http://www.wikidata.org/entity/Q267184,Άνι Ρος,"τζαζ, άσμα, υποκριτική",Σάρρεϋ,1930-07-25T00:00:00Z,2020-07-21T00:00:00Z,
http://www.wikidata.org/entity/Q318261,Q318261,"ταινία, τηλεόραση",Οκλαχόμα Σίτι,1906-02-10T00:00:00Z,1973-07-12T00:00:00Z,
http://www.wikidata.org/entity/Q318509,Χένρι Ρόλινς,"μουσική, αμερικανική λογοτεχνία",Ουάσινγκτον,1961-02-13T00:00:00Z,,
http://www.wikidata.org/entity/Q360531,Μαχερσαλαλχάσμπαζ Άλι,"Ραπ μουσική, ταινία",Όουκλαντ,1974-02-16T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q62942,Q62942,"ντοκιμαντέρ, ακτιβισμός, παραγωγή ταινιών",Ρίγα,1942-11-25T00:00:00Z,,
http://www.wikidata.org/entity/Q64400,Q64400,"εικαστικές τέχνες, Γερμανική λογοτεχνία",Βερολίνο,1929-03-06T00:00:00Z,2019-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q64577,Πέτερ Μπέρλινγκ,"αστρολογία, ιστορικό μυθιστόρημα, παραγωγή ταινιών, υποκριτική",Μιεντζίζετς,1934-03-20T00:00:00Z,2017-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q66097,Γκούσταφ φον Βανγκενχάιμ,υποκριτική,Βίζμπαντεν,1895-02-18T00:00:00Z,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q66097,Γκούσταφ φον Βανγκενχάιμ,υποκριτική,Βίζμπαντεν,1895-02-18T00:00:00Z,1975-08-05T00:00:00Z,
http://www.wikidata.org/entity/Q66970,Ναταλία Βέρνερ,υποκριτική,Μπαντ Κάνστατ,1967-09-07T00:00:00Z,,Γερμανίδα ηθοποιός (γενν. 1967)
http://www.wikidata.org/entity/Q67117,Q67117,υποκριτική,Κίελο,1940-02-29T00:00:00Z,2023-06-01T00:00:00Z,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q75136,Q75136,"ταινία, τηλεοπτική σειρά",Μόναχο,1969-09-23T00:00:00Z,2012-07-31T00:00:00Z,
http://www.wikidata.org/entity/Q75136,Q75136,"ταινία, τηλεοπτική σειρά",Μόναχο,1969-09-23T00:00:00Z,2012-08-04T00:00:00Z,
http://www.wikidata.org/entity/Q76490,Q76490,"μουσική, Καμπαρέ, υποκριτική, άσμα, εικονογράφηση",Μίλχαϊμ,1955-08-30T00:00:00Z,,
http://www.wikidata.org/entity/Q77462,Q77462,"μουσική, υποκριτική, άσμα",Βερολίνο,1962-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q77462,Q77462,"μουσική, υποκριτική, άσμα",Σπάνταου,1962-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q77581,Φριτς Βέπερ,"ταινία, θέατρο, υποκριτική, Μεταγλώττιση",Μόναχο,1941-08-17T00:00:00Z,2024-03-25T00:00:00Z,Γερμανός ηθοποιός (1941–2024)
http://www.wikidata.org/entity/Q77774,Q77774,"ιατρική, υποκριτική",Μόναχο,1966-01-01T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q77774,Q77774,"ιατρική, υποκριτική",Μόναχο,1966-09-13T00:00:00Z,,Γερμανίδα ηθοποιός
http://www.wikidata.org/entity/Q78391,Q78391,"λογοτεχνία, θέατρο, υποκριτική, δράμα",Μόναχο,1927-01-12T00:00:00Z,2018-01-10T00:00:00Z,
http://www.wikidata.org/entity/Q78516,Άννα Νετρέμπκο,όπερα,Κρασνοντάρ,1971-09-18T00:00:00Z,,Ρωσο-Αυστριακή υψίφωνος
http://www.wikidata.org/entity/Q78533,Κλάους Μαρία Μπραντάουερ,"μουσική, παιδαγωγική, θέατρο, υποκριτική",Q251065,1943-06-22T00:00:00Z,,
http://www.wikidata.org/entity/Q78586,Q78586,όπερα,Σούμπερκ,1873-08-18T00:00:00Z,1946-06-01T00:00:00Z,
http://www.wikidata.org/entity/Q78644,Γουόρις Ντίρι,"ανθρώπινα δικαιώματα, υποκριτική, Γενετήσιος ακρωτηριασμός γυναικών, μοντέλο, Δικαιώματα των γυναικών, ανθρωπιστική βοήθεια",Γκαλκάγιο,1965-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q80510,Άλλα Πουγκατσιόβα,"μουσική, ταινία, ποπ μουσική, δημοφιλής μουσική, μουσική βιομηχανία",Μόσχα,1949-04-15T00:00:00Z,,Ρωσίδα τραγουδίδτρια
http://www.wikidata.org/entity/Q81489,Κώστας Μάντιλορ,"ταινία, υποκριτική",Μελβούρνη,1965-09-03T00:00:00Z,,
http://www.wikidata.org/entity/Q182408,Γκλέντα Τζάκσον,"πολιτική, υποκριτική",Μπίρκενχεντ,1936-05-09T00:00:00Z,2023-06-15T00:00:00Z,Βρετανίδα ηθοποιός και πολιτικός
http://www.wikidata.org/entity/Q182462,Τζάνετ Γκέινορ,"τηλεόραση, ταινία, θέατρο",Φιλαδέλφεια,1906-10-06T00:00:00Z,1984-09-14T00:00:00Z,Αμερικανίδα ηθοποιός και ζωγράφος
http://www.wikidata.org/entity/Q185002,Μυλέν Φαρμέρ,"ποίηση, σύνθεση",Q2360927,1961-09-12T00:00:00Z,,Γαλλίδα τραγουδίστρια
http://www.wikidata.org/entity/Q186757,Σεθ Γκριν,"τηλεόραση, ταινία",Q7113573,1974-02-08T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q187884,Q187884,"τηλεόραση, ταινία, άσμα, υποκριτική",Q1017889,1920-06-06T00:00:00Z,2009-06-29T00:00:00Z,
http://www.wikidata.org/entity/Q192668,Νικ Κέιβ,"μουσική, ροκ, παραγωγή ταινιών",Q2288705,1957-09-22T00:00:00Z,,"Αυστραλός μουσικός, στιχουργός, συγγραφέας"
http://www.wikidata.org/entity/Q193052,Πάου Γκασόλ,καλαθοσφαίριση,Βαρκελώνη,1980-07-06T00:00:00Z,,Ισπανός καλαθοσφαιριστής
http://www.wikidata.org/entity/Q200586,Σέριλ Κρόου,σύνθεση,Q374636,1962-02-11T00:00:00Z,,
http://www.wikidata.org/entity/Q203223,Q203223,σύνθεση,Q783854,1985-10-25T00:00:00Z,,
http://www.wikidata.org/entity/Q204005,Ντέμπι Ράιαν,σύνθεση,Χάντσβιλ,1993-05-13T00:00:00Z,,
http://www.wikidata.org/entity/Q207177,Pixie Lott,σύνθεση,Λονδίνο,1991-01-12T00:00:00Z,,"Αγγλίδα τραγουδίστρια και στιχουργός, ηθοποιός"
http://www.wikidata.org/entity/Q210123,Q210123,σύνθεση,Q10436033,1972-04-07T00:00:00Z,,
http://www.wikidata.org/entity/Q212801,Αρουντάτι Ρόι,"πεζός λόγος, δοκίμιο, υποκριτική, ακτιβισμός, Δικαιώματα των γυναικών, προστασία του περιβάλλοντος",Σιλόγκ,1961-11-24T00:00:00Z,,Ινδός συγγραφέας
http://www.wikidata.org/entity/Q213844,Τζούντιθ Μαλίνα,"ποίηση, ταινία, θέατρο",Κίελο,1926-06-04T00:00:00Z,2015-04-10T00:00:00Z,
http://www.wikidata.org/entity/Q214063,Q214063,"μουσική, θέατρο, εικαστικές τέχνες",Άισλεμπεν,1779-01-21T00:00:00Z,1821-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q214659,Q214659,"μουσική, λογοτεχνία, μετάφραση, άσμα, θέατρο, υποκριτική",Βερολίνο,1805-04-29T00:00:00Z,1878-12-16T00:00:00Z,
http://www.wikidata.org/entity/Q215708,Q215708,"μουσική, άσμα, οπερέτα, Καμπαρέ, υποκριτική",Μάνχαϊμ,1897-12-22T00:00:00Z,1961-11-12T00:00:00Z,
http://www.wikidata.org/entity/Q215868,Άλις Γουόκερ,"ποίηση, δοκίμιο",Ήτοντον,1944-02-09T00:00:00Z,,
http://www.wikidata.org/entity/Q264730,Γκλόρια Βάντερμπιλτ,"ζωγραφική, Σχέδιο μόδας",Μανχάταν,1924-02-20T00:00:00Z,2019-06-17T00:00:00Z,
http://www.wikidata.org/entity/Q266959,Μάργκαρετ Τρούμαν Ντάνιελ,βιογραφία,Ιντιπέντενς,1924-02-17T00:00:00Z,2008-01-29T00:00:00Z,
http://www.wikidata.org/entity/Q279225,Τζορτζ Γκέινς,"άσμα, Μεταγλώττιση, τηλεόραση, ταινία, θέατρο",Ελσίνκι,1917-05-16T00:00:00Z,2016-02-15T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q53002,Φρανσουά Τρυφό,"κριτική κινηματογράφου, σενάριο",17ο δημοτικό διαμέρισμα του Παρισιού,1932-02-06T00:00:00Z,1984-10-21T00:00:00Z,
http://www.wikidata.org/entity/Q53603,Q53603,"μουσική, άσμα, υποκριτική",Βουδαπέστη,1943-01-22T00:00:00Z,2009-08-07T00:00:00Z,
http://www.wikidata.org/entity/Q55207,Νικήτα Μιχαλκόφ,"τηλεόραση, λογοτεχνία, υποκριτική, κινηματογράφος",Μόσχα,1945-10-21T00:00:00Z,,
http://www.wikidata.org/entity/Q55210,Αμπάς Κιαροστάμι,"ποίηση, ταινία, φωτογραφία, εικαστικές τέχνες, γραφή, κινηματογράφος",Τεχεράνη,1940-06-22T00:00:00Z,2016-07-04T00:00:00Z,"Ιρανός σκηνοθέτης, σεναριογράφος, φωτογράφος και παραγωγός"
http://www.wikidata.org/entity/Q55374,Q55374,"τηλεόραση, θέατρο, ταινία",Κρακοβία,1954-05-15T00:00:00Z,,
http://www.wikidata.org/entity/Q55454,Ούγκο Γκρεγκορέτι,"τηλεόραση, θέατρο, ταινία",Ρώμη,1930-09-28T00:00:00Z,2019-07-05T00:00:00Z,"ιταλός σκηνοθέτης, ηθοποιός, σεναριογράφος, συγγραφέας και τηλεπαρουσιαστής"
http://www.wikidata.org/entity/Q55785,Q55785,"μουσική, άσμα, υποκριτική, πιανιστική ερμηνεία",Έλμπλονγκ,1951-10-09T00:00:00Z,,
http://www.wikidata.org/entity/Q58912,Κόρτνεϊ Κοξ,"τηλεόραση, ταινία, υποκριτική, παραγωγή ταινιών",Μπέρμιγχαμ (Αλαμπάμα),1964-06-15T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q59204,Αλμπέρτο Λατουάντα,"ποίηση, φωτογραφία",Βάπριο ντ'Άντα,1914-11-13T00:00:00Z,2005-07-03T00:00:00Z,ιταλός σκηνοθέτης
http://www.wikidata.org/entity/Q59972,Q59972,ταινία,Βουδαπέστη,1906-08-18T00:00:00Z,1965-03-25T00:00:00Z,
http://www.wikidata.org/entity/Q60996,Κρίστιαν Μπέρκελ,υποκριτική,Βερολίνο,1957-10-28T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q62809,Q62809,υποκριτική,Γκιουμρί,1897-04-26T00:00:00Z,1980-03-09T00:00:00Z,
http://www.wikidata.org/entity/Q64150,Q64150,υποκριτική,Μάνχαϊμ,1867-09-07T00:00:00Z,1952-05-15T00:00:00Z,
http://www.wikidata.org/entity/Q64560,Ντέιβιντ Ντένμαν,υποκριτική,Νιούπορτ Μπιτς,1973-01-01T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q64560,Ντέιβιντ Ντένμαν,υποκριτική,Νιούπορτ Μπιτς,1973-07-25T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q65511,Q65511,υποκριτική,Βρέμη,1969-01-15T00:00:00Z,,
http://www.wikidata.org/entity/Q75004,Q75004,"υποκριτική, παραγωγή ταινιών",Μαδρίτη,1940-04-20T00:00:00Z,1997-10-19T00:00:00Z,
http://www.wikidata.org/entity/Q75017,Q75017,"θέατρο, υποκριτική",Q19834493,1948-04-26T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q75187,Q75187,υποκριτική,Κολωνία,1977-06-22T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q75383,Q75383,υποκριτική,Βερολίνο,1902-12-19T00:00:00Z,1981-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q76659,Q76659,"υποκριτική, παραγωγή ταινιών",Τσερνιβτσί,1885-05-17T00:00:00Z,1950-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q76659,Q76659,"υποκριτική, παραγωγή ταινιών",Q2092533,1885-05-17T00:00:00Z,1950-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q76659,Q76659,"υποκριτική, παραγωγή ταινιών",Τσερνιβτσί,1885-05-17T00:00:00Z,1950-11-29T00:00:00Z,
http://www.wikidata.org/entity/Q76659,Q76659,"υποκριτική, παραγωγή ταινιών",Q2092533,1885-05-17T00:00:00Z,1950-11-29T00:00:00Z,
http://www.wikidata.org/entity/Q77298,Τέρενς Σταμπ,υποκριτική,Q123627,1938-07-22T00:00:00Z,,Βρετανός ηθοποιός
http://www.wikidata.org/entity/Q77342,Χάρντι Κρούγκερ,υποκριτική,Q854098,1928-04-12T00:00:00Z,2022-01-19T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q78380,Q78380,υποκριτική,Στουτγκάρδη,1872-02-24T00:00:00Z,1943-06-12T00:00:00Z,
http://www.wikidata.org/entity/Q78441,Ιρμ Χέρμαν,υποκριτική,Μόναχο,1942-10-04T00:00:00Z,2020-05-26T00:00:00Z,
http://www.wikidata.org/entity/Q78526,Νικόλαους Χάρνονκουρτ,διευθυντής ορχήστρας,Βερολίνο,1929-12-06T00:00:00Z,2016-03-05T00:00:00Z,
http://www.wikidata.org/entity/Q81770,Q81770,γραφή,Τεχεράνη,1959-04-17T00:00:00Z,,
http://www.wikidata.org/entity/Q82660,Τζουζέπε Μπατίστον,υποκριτική,Ούντινε,1968-07-22T00:00:00Z,,
http://www.wikidata.org/entity/Q167243,Ξένια Ράποπορτ,υποκριτική,Αγία Πετρούπολη,1974-03-25T00:00:00Z,,Ρωσίδα ηθοποιός
http://www.wikidata.org/entity/Q178602,Λόρενς Πέιν,"ταινία, θέατρο, υποκριτική",Λονδίνο,1919-06-05T00:00:00Z,2009-02-23T00:00:00Z,
http://www.wikidata.org/entity/Q180010,Q180010,ταινία,Τόντι,1925-08-25T00:00:00Z,1994-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q180505,Q180505,"χορός, θέατρο, χορογραφία, υποκριτική",Q23710584,1862-01-15T00:00:00Z,1928-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q180505,Q180505,"χορός, θέατρο, χορογραφία, υποκριτική",Q23710584,1862-01-15T00:00:00Z,1928-01-02T00:00:00Z,
http://www.wikidata.org/entity/Q180850,Τομ Τζόουνς,άσμα,Πονταπρίδ,1940-06-07T00:00:00Z,,
http://www.wikidata.org/entity/Q184750,Σλάβοϊ Ζίζεκ,"φιλοσοφία, μαρξισμός, ιδεολογία, πολιτική επιστήμη, ψυχανάλυση, θεολογία, οντολογία, πολιτισμολογία",Λιουμπλιάνα,1949-03-21T00:00:00Z,,
http://www.wikidata.org/entity/Q185165,Ολίβια Νιούτον-Τζον,"ποπ μουσική, ακτιβισμός, δημοφιλής μουσική, υποκριτική, μιούζικαλ, σύνθεση",Κέιμπριτζ,1948-09-26T00:00:00Z,2022-08-08T00:00:00Z,Αγγλίδα και Αυστραλή τραγουδίστρια
http://www.wikidata.org/entity/Q194917,Νικολάι Μπάσκοφ,"Τενόρος, άσμα, σύνθεση, υποκριτική",Μόσχα,1976-10-15T00:00:00Z,,"Ρώσος τραγουδιστής, ηθοποιός και τενόρος"
http://www.wikidata.org/entity/Q212873,Τζέιν Μπίρκιν,"άσμα, υποκριτική",Λονδίνο,1946-12-14T00:00:00Z,2023-07-16T00:00:00Z,Αγγλίδα ηθοποιός και τραγουδίστρια
http://www.wikidata.org/entity/Q213430,Λάρι Κινγκ,"δημοσιογραφία, δημοσιογραφία γνώμης",Μπρούκλιν,1933-11-19T00:00:00Z,2021-01-23T00:00:00Z,
http://www.wikidata.org/entity/Q214299,Q214299,"θέατρο, Καμπαρέ",Βούπερταλ,1969-01-22T00:00:00Z,,
http://www.wikidata.org/entity/Q214800,Κάλβιν Κλάιν,Σχέδιο μόδας,Μπρονξ,1942-11-19T00:00:00Z,,Αμερικανός σχεδιαστής μόδας
http://www.wikidata.org/entity/Q214930,Q214930,"θέατρο, υποκριτική",Βερολίνο,1841-05-11T00:00:00Z,1921-04-08T00:00:00Z,
http://www.wikidata.org/entity/Q214959,Χάρι Μπελαφόντε,"χορός, άσμα, ποπ μουσική, ακτιβισμός, δημοφιλής μουσική, παραδοσιακή μουσική, κίνημα της ειρήνης, Κινηματογραφική βιομηχανία, μουσική βιομηχανία",Χάρλεμ,1927-03-01T00:00:00Z,2023-04-25T00:00:00Z,"Αμερικανός τραγουδιστής, ηθοποιός και ακτιβιστής"
http://www.wikidata.org/entity/Q215300,Q215300,"άσμα, υποκριτική, σύνθεση",Φοίνιξ,1989-12-22T00:00:00Z,,
http://www.wikidata.org/entity/Q215476,Q215476,"λογοτεχνία, δημοσιογραφία, υποκριτική",Βιέννη,1906-09-04T00:00:00Z,1973-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q216144,Q216144,"ταινία, θέατρο",Βουδαπέστη,1903-02-01T00:00:00Z,1972-08-13T00:00:00Z,
http://www.wikidata.org/entity/Q217033,Τζέιν Ράσελ,"άσμα, υποκριτική",Q730430,1921-06-21T00:00:00Z,2011-02-28T00:00:00Z,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q218210,Ζόι Καζάν,"ταινία, θέατρο, δράμα, υποκριτική",Λος Άντζελες,1983-09-09T00:00:00Z,,"Αμερικανίδα ηθοποιός, συγγραφέας"
http://www.wikidata.org/entity/Q218542,Μάγκι Γκρέις,υποκριτική,Q1926837,1983-09-21T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q262182,Q262182,υποκριτική,Βανκούβερ,1980-06-19T00:00:00Z,,Καναδή ηθοποιός
http://www.wikidata.org/entity/Q262679,Ρουθ Ουίλσον,υποκριτική,Q725270,1982-01-13T00:00:00Z,,
http://www.wikidata.org/entity/Q263104,Κινούγιο Τανάκα,υποκριτική,Σιμονοσέκι,1909-11-29T00:00:00Z,1977-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q263596,Q263596,τέχνες του θεάματος,Λέβεν,1964-05-16T00:00:00Z,,
http://www.wikidata.org/entity/Q264559,Αριάνα Ρίτσαρντς,ελαιογραφία,Q852598,1979-12-11T00:00:00Z,,
http://www.wikidata.org/entity/Q265358,Κονστάνς Μπένετ,υποκριτική,Νέα Υόρκη,1904-10-22T00:00:00Z,1965-07-24T00:00:00Z,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q265560,Q265560,υποκριτική,Ούστι ναντ Λαμπέμ,1973-05-09T00:00:00Z,,
http://www.wikidata.org/entity/Q266270,Γιάφετ Κότο,"υποκριτική, παραγωγή ταινιών",Νέα Υόρκη,1939-11-15T00:00:00Z,2021-03-15T00:00:00Z,
http://www.wikidata.org/entity/Q266820,Σίντι Γουίλιαμς,υποκριτική,Q769446,1947-08-22T00:00:00Z,2023-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q266820,Σίντι Γουίλιαμς,υποκριτική,Q769446,1947-08-22T00:00:00Z,2023-01-25T00:00:00Z,
http://www.wikidata.org/entity/Q266942,Q266942,υποκριτική,Νέα Υόρκη,1937-08-16T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q280007,Q280007,υποκριτική,Τάταμπανια,1949-03-28T00:00:00Z,,
http://www.wikidata.org/entity/Q360269,Q360269,"ηθοποιός, τηλεοπτικός παρουσιαστής",Βαρσοβία,1966-03-23T00:00:00Z,,
http://www.wikidata.org/entity/Q360927,Ίρφαν Χαν,υποκριτική,Τονκ,1967-01-07T00:00:00Z,2020-04-29T00:00:00Z,
http://www.wikidata.org/entity/Q360986,Q360986,υποκριτική,Αομόρι,1985-03-05T00:00:00Z,,
http://www.wikidata.org/entity/Q360986,Q360986,υποκριτική,Μούτσου,1985-03-05T00:00:00Z,,
http://www.wikidata.org/entity/Q51511,Τζωρτζ Ρομέρο,"ταινία, ταινία τρόμου",Νέα Υόρκη,1940-02-04T00:00:00Z,2017-07-16T00:00:00Z,Αμερικανοκαναδός σκηνοθέτης και σεναριογράφος
http://www.wikidata.org/entity/Q51603,Q51603,άσμα,Τορόντο,1969-12-25T00:00:00Z,,
http://www.wikidata.org/entity/Q53939,Φρανσουάζ Αρντί,"άσμα, αστρολογία, ποπ μουσική, στίχος, σύνθεση",Παρίσι,1944-01-17T00:00:00Z,2024-06-11T00:00:00Z,Γαλλίδα τραγουδίστρια (1944-2024)
http://www.wikidata.org/entity/Q53939,Φρανσουάζ Αρντί,"άσμα, αστρολογία, ποπ μουσική, στίχος, σύνθεση",9ο δημοτικό διαμέρισμα του Παρισιού,1944-01-17T00:00:00Z,2024-06-11T00:00:00Z,Γαλλίδα τραγουδίστρια (1944-2024)
